date,division,home_team,away_team,predicted,actual,prob_A,prob_D,prob_H,correct,home_elo,away_elo
2024-08-23,SP1,Celta,Valencia,H,H,0.2464,0.295,0.4586,True,1653.1,1663.4
2024-08-23,D1,MGladbach,Leverkusen,A,A,0.6068,0.2113,0.1819,True,1652.2,1925.0
2024-08-23,F1,Paris SG,Montpellier,H,H,0.0857,0.1655,0.7488,True,1880.7,1649.0
2024-08-23,SP1,Sevilla,Villarreal,H,A,0.3278,0.2793,0.3928,False,1676.2,1742.1
2024-08-24,E0,Brighton,Man United,H,H,0.3024,0.2957,0.4018,True,1713.2,1779.0
2024-08-24,D1,Augsburg,Werder Bremen,H,D,0.339,0.2864,0.3745,False,1626.4,1666.8
2024-08-24,D1,Freiburg,Stuttgart,A,H,0.4162,0.2841,0.2997,False,1677.6,1808.2
2024-08-24,D1,Hoffenheim,Holstein Kiel,H,H,0.2129,0.2554,0.5316,True,1683.0,1573.5
2024-08-24,D1,Mainz,Union Berlin,H,D,0.2583,0.275,0.4667,False,1693.4,1639.6
2024-08-24,D1,RB Leipzig,Bochum,H,H,0.1217,0.1785,0.6998,True,1846.7,1597.0
2024-08-24,E0,Crystal Palace,West Ham,H,A,0.2195,0.2527,0.5278,False,1759.7,1726.2
2024-08-24,E0,Fulham,Leicester,H,H,0.235,0.2611,0.5039,True,1716.3,1643.7
2024-08-24,E0,Man City,Ipswich,H,H,0.0763,0.1199,0.8037,True,2050.6,1568.3
2024-08-24,E0,Southampton,Nottm Forest,H,A,0.3096,0.2888,0.4015,False,1599.6,1647.7
2024-08-24,E0,Tottenham,Everton,H,H,0.219,0.2581,0.5229,True,1790.6,1706.8
2024-08-24,F1,Lyon,Monaco,H,A,0.3099,0.2994,0.3907,False,1716.4,1764.3
2024-08-24,SP1,Osasuna,Mallorca,H,H,0.2657,0.3047,0.4295,True,1651.6,1642.4
2024-08-24,I1,Parma,Milan,A,H,0.5087,0.2467,0.2446,False,1572.0,1838.7
2024-08-24,I1,Udinese,Lazio,A,H,0.4207,0.3078,0.2715,False,1666.2,1784.7
2024-08-24,D1,Dortmund,Ein Frankfurt,H,H,0.1087,0.1797,0.7116,True,1869.2,1697.0
2024-08-24,E0,Aston Villa,Arsenal,A,A,0.4567,0.2903,0.253,True,1770.4,1946.9
2024-08-24,SP1,Barcelona,Ath Bilbao,H,H,0.1298,0.2354,0.6348,True,1882.1,1764.2
2024-08-24,F1,Lille,Angers,H,H,0.1346,0.1923,0.6731,True,1763.4,1477.8
2024-08-24,I1,Inter,Lecce,H,H,0.0988,0.1714,0.7297,True,1964.8,1618.5
2024-08-24,I1,Monza,Genoa,H,A,0.3032,0.2977,0.3992,False,1664.9,1696.2
2024-08-24,F1,St Etienne,Le Havre,H,A,0.303,0.2681,0.4289,False,1513.8,1545.4
2024-08-24,SP1,Espanol,Sociedad,A,A,0.4218,0.2984,0.2798,True,1600.1,1766.6
2024-08-24,SP1,Getafe,Vallecano,H,D,0.2814,0.2851,0.4335,False,1626.9,1612.2
2024-08-25,F1,Lens,Brest,H,H,0.2362,0.2908,0.473,True,1722.4,1707.6
2024-08-25,E0,Bournemouth,Newcastle,A,D,0.4199,0.283,0.2971,False,1691.1,1801.8
2024-08-25,E0,Wolves,Chelsea,A,A,0.402,0.275,0.3231,True,1677.9,1810.1
2024-08-25,D1,Wolfsburg,Bayern Munich,A,A,0.5573,0.2426,0.2001,True,1652.3,1900.1
2024-08-25,F1,Nantes,Auxerre,H,H,0.3072,0.2863,0.4066,True,1544.8,1561.9
2024-08-25,F1,Nice,Toulouse,H,D,0.2386,0.278,0.4834,False,1705.9,1647.4
2024-08-25,F1,Strasbourg,Rennes,A,H,0.3582,0.2956,0.3462,False,1612.0,1696.8
2024-08-25,SP1,Real Madrid,Valladolid,H,H,0.1143,0.1928,0.6929,True,1997.4,1593.8
2024-08-25,E0,Liverpool,Brentford,H,H,0.1037,0.1928,0.7035,True,1900.7,1711.1
2024-08-25,D1,St Pauli,Heidenheim,H,A,0.3393,0.2833,0.3775,False,1598.6,1646.4
2024-08-25,I1,Fiorentina,Venezia,H,D,0.1627,0.2142,0.6231,False,1776.4,1565.6
2024-08-25,I1,Torino,Atalanta,A,H,0.4873,0.2683,0.2444,False,1738.9,1884.5
2024-08-25,SP1,Leganes,Las Palmas,H,H,0.2869,0.287,0.426,True,1566.7,1588.6
2024-08-25,SP1,Alaves,Betis,H,D,0.3162,0.3013,0.3824,False,1645.7,1709.3
2024-08-25,I1,Napoli,Bologna,H,H,0.2757,0.3002,0.4241,True,1778.8,1795.2
2024-08-25,I1,Roma,Empoli,H,A,0.1409,0.2056,0.6534,False,1812.4,1638.6
2024-08-25,F1,Marseille,Reims,H,D,0.1769,0.2493,0.5739,False,1727.5,1636.9
2024-08-25,SP1,Ath Madrid,Girona,H,H,0.2307,0.2857,0.4836,True,1828.5,1793.7
2024-08-26,I1,Cagliari,Como,H,D,0.2299,0.2764,0.4936,False,1611.6,1546.0
2024-08-26,I1,Verona,Juventus,A,A,0.4261,0.3127,0.2612,True,1639.8,1827.8
2024-08-26,SP1,Villarreal,Celta,H,H,0.2149,0.2674,0.5177,True,1742.1,1653.1
2024-08-27,SP1,Mallorca,Sevilla,H,D,0.2709,0.2913,0.4378,False,1642.4,1676.2
2024-08-27,SP1,Vallecano,Barcelona,A,A,0.5466,0.2493,0.2041,True,1612.2,1882.1
2024-08-28,SP1,Ath Bilbao,Valencia,H,H,0.1971,0.2391,0.5638,True,1764.2,1663.4
2024-08-28,SP1,Valladolid,Leganes,H,D,0.2566,0.2875,0.4559,False,1593.8,1566.7
2024-08-28,SP1,Ath Madrid,Espanol,H,D,0.1206,0.1878,0.6916,False,1828.5,1600.1
2024-08-28,SP1,Sociedad,Alaves,H,A,0.1849,0.2437,0.5714,False,1766.6,1645.7
2024-08-29,SP1,Girona,Osasuna,H,H,0.1999,0.2484,0.5518,True,1793.7,1651.6
2024-08-29,SP1,Las Palmas,Real Madrid,A,D,0.6732,0.1769,0.1499,False,1588.6,1997.4
2024-08-30,I1,Venezia,Torino,A,A,0.4385,0.3,0.2615,True,1565.6,1738.9
2024-08-30,D1,Union Berlin,St Pauli,H,H,0.2211,0.277,0.5019,True,1639.6,1598.6
2024-08-30,I1,Inter,Atalanta,H,H,0.2097,0.2748,0.5155,True,1964.8,1884.5
2024-08-30,F1,Lyon,Strasbourg,H,H,0.2344,0.2627,0.5029,True,1716.4,1612.0
2024-08-31,E0,Arsenal,Brighton,H,D,0.097,0.2064,0.6966,False,1946.9,1713.2
2024-08-31,D1,Bochum,MGladbach,H,A,0.3096,0.2896,0.4008,False,1597.0,1652.2
2024-08-31,D1,Ein Frankfurt,Hoffenheim,H,H,0.2886,0.2732,0.4381,True,1697.0,1683.0
2024-08-31,D1,Holstein Kiel,Wolfsburg,H,A,0.3233,0.2998,0.3769,False,1573.5,1652.3
2024-08-31,D1,Stuttgart,Mainz,H,D,0.1611,0.2453,0.5936,False,1808.2,1693.4
2024-08-31,D1,Werder Bremen,Dortmund,A,D,0.5306,0.2631,0.2063,False,1666.8,1869.2
2024-08-31,E0,Brentford,Southampton,H,H,0.1801,0.2438,0.5761,True,1711.1,1599.6
2024-08-31,E0,Everton,Bournemouth,H,A,0.2681,0.2698,0.462,False,1706.8,1691.1
2024-08-31,E0,Ipswich,Fulham,A,D,0.4112,0.3056,0.2832,False,1568.3,1716.3
2024-08-31,E0,Leicester,Aston Villa,A,A,0.3991,0.2986,0.3023,True,1643.7,1770.4
2024-08-31,E0,Nottm Forest,Wolves,H,D,0.2599,0.2818,0.4583,False,1647.7,1677.9
2024-08-31,F1,Brest,St Etienne,H,H,0.1819,0.2408,0.5772,True,1707.6,1513.8
2024-08-31,SP1,Barcelona,Valladolid,H,H,0.0736,0.1456,0.7808,True,1882.1,1593.8
2024-08-31,I1,Bologna,Empoli,H,D,0.1882,0.2629,0.549,False,1795.2,1638.6
2024-08-31,I1,Lecce,Cagliari,H,H,0.2557,0.2915,0.4528,True,1618.5,1611.6
2024-08-31,D1,Leverkusen,RB Leipzig,H,A,0.1836,0.2723,0.5442,False,1925.0,1846.7
2024-08-31,E0,West Ham,Man City,A,A,0.6302,0.213,0.1569,True,1726.2,2050.6
2024-08-31,F1,Montpellier,Nantes,H,A,0.2499,0.2905,0.4596,False,1649.0,1544.8
2024-08-31,SP1,Ath Bilbao,Ath Madrid,H,A,0.328,0.2866,0.3854,False,1764.2,1828.5
2024-08-31,SP1,Espanol,Vallecano,H,H,0.2662,0.3162,0.4176,True,1600.1,1612.2
2024-08-31,I1,Lazio,Milan,H,D,0.301,0.2772,0.4218,False,1784.7,1838.7
2024-08-31,I1,Napoli,Parma,H,H,0.1818,0.2226,0.5956,True,1778.8,1572.0
2024-08-31,F1,Toulouse,Marseille,A,A,0.3641,0.2901,0.3458,True,1647.4,1727.5
2024-08-31,SP1,Leganes,Mallorca,H,A,0.2863,0.2929,0.4208,False,1566.7,1642.4
2024-08-31,SP1,Valencia,Villarreal,A,D,0.3517,0.2972,0.351,False,1663.4,1742.1
2024-09-01,E0,Chelsea,Crystal Palace,H,D,0.1779,0.2404,0.5817,False,1818.4,1737.6
2024-09-01,E0,Newcastle,Tottenham,H,H,0.2416,0.2805,0.4779,True,1803.0,1796.9
2024-09-01,F1,Monaco,Lens,H,D,0.1997,0.2978,0.5024,False,1773.0,1713.8
2024-09-01,D1,Heidenheim,Augsburg,H,H,0.2039,0.2988,0.4973,True,1662.5,1626.9
2024-09-01,SP1,Alaves,Las Palmas,H,H,0.2201,0.296,0.4839,True,1653.2,1590.3
2024-09-01,SP1,Osasuna,Celta,H,H,0.2797,0.2993,0.421,True,1647.6,1664.8
2024-09-01,F1,Angers,Nice,A,A,0.4695,0.281,0.2495,True,1468.8,1689.2
2024-09-01,F1,Le Havre,Auxerre,H,H,0.2712,0.2787,0.4501,True,1550.2,1558.4
2024-09-01,F1,Reims,Rennes,H,H,0.3125,0.3141,0.3734,True,1629.4,1693.1
2024-09-01,E0,Man United,Liverpool,A,A,0.4651,0.2722,0.2627,True,1776.5,1908.0
2024-09-01,D1,Bayern Munich,Freiburg,H,H,0.1112,0.1904,0.6985,True,1904.8,1692.3
2024-09-01,I1,Fiorentina,Monza,H,D,0.2112,0.2635,0.5253,False,1749.1,1652.8
2024-09-01,I1,Genoa,Verona,H,A,0.2128,0.2882,0.499,False,1706.3,1645.5
2024-09-01,SP1,Sevilla,Girona,A,A,0.3953,0.2755,0.3292,True,1669.6,1791.7
2024-09-01,SP1,Getafe,Sociedad,A,D,0.3592,0.3069,0.3338,False,1630.8,1746.4
2024-09-01,I1,Juventus,Roma,H,D,0.1796,0.2469,0.5735,False,1835.7,1790.7
2024-09-01,I1,Udinese,Como,H,H,0.1689,0.2534,0.5778,True,1676.7,1542.0
2024-09-01,F1,Lille,Paris SG,A,A,0.444,0.2893,0.2667,True,1779.3,1886.7
2024-09-01,SP1,Real Madrid,Betis,H,H,0.116,0.1725,0.7116,True,1985.1,1711.9
2024-09-13,D1,Dortmund,Heidenheim,H,H,0.1622,0.2508,0.587,True,1870.4,1662.5
2024-09-13,F1,St Etienne,Lille,A,H,0.5597,0.2411,0.1992,False,1490.0,1779.3
2024-09-13,SP1,Betis,Leganes,H,H,0.202,0.2595,0.5385,True,1711.9,1572.5
2024-09-14,E0,Southampton,Man United,A,A,0.4354,0.2897,0.2749,True,1583.9,1776.5
2024-09-14,SP1,Mallorca,Villarreal,A,A,0.3911,0.2923,0.3166,True,1650.5,1754.2
2024-09-14,I1,Como,Bologna,A,D,0.4426,0.286,0.2714,False,1542.0,1768.7
2024-09-14,D1,Freiburg,Bochum,H,H,0.1862,0.2601,0.5537,True,1692.3,1584.7
2024-09-14,D1,Hoffenheim,Leverkusen,A,A,0.5347,0.2251,0.2402,True,1679.1,1917.8
2024-09-14,D1,MGladbach,Stuttgart,A,A,0.3724,0.3168,0.3108,True,1661.6,1791.3
2024-09-14,D1,RB Leipzig,Union Berlin,H,D,0.1225,0.2259,0.6516,False,1861.0,1649.1
2024-09-14,D1,Wolfsburg,Ein Frankfurt,H,A,0.2743,0.3017,0.4239,False,1660.2,1702.8
2024-09-14,E0,Brighton,Ipswich,H,D,0.141,0.2142,0.6448,False,1744.2,1567.4
2024-09-14,E0,Crystal Palace,Leicester,H,D,0.2006,0.2586,0.5408,False,1737.6,1635.5
2024-09-14,E0,Fulham,West Ham,H,D,0.2884,0.2772,0.4344,False,1713.8,1729.7
2024-09-14,E0,Liverpool,Nottm Forest,H,A,0.0788,0.169,0.7522,False,1908.0,1654.6
2024-09-14,E0,Man City,Brentford,H,H,0.0897,0.1591,0.7512,True,2060.2,1720.6
2024-09-14,SP1,Espanol,Alaves,H,H,0.3031,0.3105,0.3864,True,1602.8,1653.2
2024-09-14,F1,Marseille,Nice,H,H,0.1942,0.2627,0.5431,True,1746.1,1689.2
2024-09-14,I1,Empoli,Juventus,A,D,0.5165,0.27,0.2136,False,1652.1,1835.7
2024-09-14,SP1,Sevilla,Getafe,H,H,0.2277,0.2742,0.4981,True,1669.6,1630.8
2024-09-14,E0,Aston Villa,Everton,H,H,0.1756,0.2142,0.6102,True,1777.8,1673.0
2024-09-14,D1,Holstein Kiel,Bayern Munich,A,A,0.5593,0.2423,0.1984,True,1560.3,1904.8
2024-09-14,F1,Auxerre,Monaco,A,A,0.5428,0.2408,0.2164,True,1558.4,1773.0
2024-09-14,I1,Milan,Venezia,H,H,0.1318,0.1978,0.6705,True,1817.8,1559.3
2024-09-14,F1,Paris SG,Brest,H,H,0.0844,0.144,0.7716,True,1886.7,1684.7
2024-09-14,SP1,Sociedad,Real Madrid,A,A,0.5418,0.2347,0.2234,True,1746.4,1985.1
2024-09-14,E0,Bournemouth,Chelsea,A,A,0.3913,0.2804,0.3283,True,1702.6,1818.4
2024-09-15,I1,Genoa,Roma,A,D,0.3707,0.2914,0.3379,False,1690.6,1793.3
2024-09-15,SP1,Celta,Valladolid,H,H,0.1967,0.2964,0.5069,True,1658.0,1593.1
2024-09-15,I1,Atalanta,Fiorentina,H,H,0.1687,0.2443,0.587,True,1866.3,1745.2
2024-09-15,I1,Torino,Lecce,H,D,0.1594,0.2223,0.6183,False,1754.2,1613.2
2024-09-15,F1,Rennes,Montpellier,H,H,0.2102,0.2863,0.5035,True,1684.1,1622.4
2024-09-15,E0,Tottenham,Arsenal,A,A,0.4678,0.2685,0.2638,True,1790.6,1950.4
2024-09-15,D1,Augsburg,St Pauli,H,H,0.2335,0.2615,0.505,True,1615.7,1582.6
2024-09-15,SP1,Girona,Barcelona,A,A,0.4308,0.26,0.3092,True,1800.8,1898.2
2024-09-15,F1,Nantes,Reims,H,A,0.295,0.3099,0.3951,False,1572.0,1638.4
2024-09-15,F1,Strasbourg,Angers,H,D,0.1647,0.2329,0.6024,False,1618.6,1462.3
2024-09-15,F1,Toulouse,Le Havre,H,H,0.2346,0.292,0.4734,True,1633.7,1560.9
2024-09-15,E0,Wolves,Newcastle,A,A,0.4267,0.2843,0.289,True,1664.9,1809.3
2024-09-15,D1,Mainz,Werder Bremen,H,A,0.2596,0.2987,0.4417,False,1695.7,1672.4
2024-09-15,I1,Cagliari,Napoli,A,A,0.4791,0.2677,0.2532,True,1601.5,1772.5
2024-09-15,SP1,Las Palmas,Ath Bilbao,A,A,0.4106,0.3018,0.2877,True,1583.0,1752.0
2024-09-15,F1,Lens,Lyon,H,D,0.2154,0.2798,0.5049,False,1716.4,1695.7
2024-09-15,I1,Monza,Inter,A,D,0.6087,0.2089,0.1824,False,1656.7,1966.4
2024-09-15,SP1,Ath Madrid,Valencia,H,H,0.1102,0.1976,0.6922,True,1838.5,1647.7
2024-09-16,I1,Parma,Udinese,A,A,0.3643,0.3053,0.3304,True,1582.4,1680.5
2024-09-16,I1,Lazio,Verona,H,H,0.2004,0.241,0.5586,True,1774.1,1661.1
2024-09-16,SP1,Vallecano,Osasuna,H,H,0.2816,0.3034,0.4149,True,1617.5,1654.4
2024-09-17,SP1,Mallorca,Sociedad,H,H,0.3568,0.2856,0.3576,True,1643.5,1739.3
2024-09-18,SP1,Betis,Getafe,H,H,0.1892,0.2827,0.5281,True,1714.6,1626.4
2024-09-19,SP1,Leganes,Ath Bilbao,A,A,0.449,0.2877,0.2633,True,1567.3,1752.0
2024-09-20,I1,Cagliari,Empoli,H,A,0.2792,0.3259,0.3949,False,1601.5,1655.8
2024-09-20,D1,Augsburg,Mainz,H,A,0.3281,0.307,0.3649,False,1615.7,1695.7
2024-09-20,I1,Verona,Torino,A,A,0.3627,0.3101,0.3272,True,1661.1,1754.2
2024-09-20,F1,Nice,St Etienne,H,H,0.1533,0.2378,0.6089,True,1687.3,1504.1
2024-09-20,SP1,Alaves,Sevilla,H,H,0.2617,0.3176,0.4208,True,1652.5,1666.3
2024-09-21,E0,West Ham,Chelsea,A,A,0.3807,0.2803,0.339,True,1730.7,1821.0
2024-09-21,SP1,Valladolid,Sociedad,A,D,0.4078,0.3018,0.2904,False,1593.1,1739.3
2024-09-21,I1,Venezia,Genoa,A,H,0.3935,0.3033,0.3033,False,1555.4,1690.6
2024-09-21,D1,Bochum,Holstein Kiel,H,D,0.267,0.2638,0.4692,False,1580.6,1555.7
2024-09-21,D1,Heidenheim,Freiburg,H,A,0.2385,0.2861,0.4754,False,1670.0,1693.0
2024-09-21,D1,Union Berlin,Hoffenheim,H,H,0.2515,0.3047,0.4439,True,1655.6,1672.8
2024-09-21,D1,Werder Bremen,Bayern Munich,A,A,0.5409,0.2522,0.2069,True,1672.4,1912.7
2024-09-21,E0,Aston Villa,Wolves,H,H,0.1746,0.2364,0.589,True,1782.1,1664.9
2024-09-21,E0,Fulham,Newcastle,A,H,0.4251,0.2787,0.2963,False,1712.8,1809.3
2024-09-21,E0,Leicester,Everton,H,D,0.2765,0.2663,0.4571,False,1639.8,1668.8
2024-09-21,E0,Liverpool,Bournemouth,H,H,0.0893,0.1785,0.7322,True,1903.1,1696.3
2024-09-21,E0,Southampton,Ipswich,H,D,0.2824,0.273,0.4446,False,1575.8,1573.2
2024-09-21,E0,Tottenham,Brentford,H,H,0.2061,0.2628,0.5311,True,1790.6,1719.4
2024-09-21,SP1,Osasuna,Las Palmas,H,H,0.2137,0.2854,0.5009,True,1654.4,1583.0
2024-09-21,F1,Lille,Strasbourg,H,D,0.1563,0.223,0.6207,False,1756.8,1618.6
2024-09-21,I1,Juventus,Napoli,H,D,0.2095,0.3078,0.4827,False,1829.4,1772.5
2024-09-21,SP1,Valencia,Girona,A,H,0.4239,0.2908,0.2853,False,1647.7,1800.8
2024-09-21,E0,Crystal Palace,Man United,H,D,0.3065,0.2893,0.4042,False,1737.0,1774.5
2024-09-21,D1,Ein Frankfurt,MGladbach,H,H,0.2062,0.2808,0.5129,True,1711.3,1653.2
2024-09-21,F1,Rennes,Lens,H,D,0.2838,0.297,0.4193,False,1684.1,1716.4
2024-09-21,I1,Lecce,Parma,H,D,0.2432,0.2696,0.4871,False,1613.2,1582.4
2024-09-21,F1,Reims,Paris SG,A,D,0.6028,0.223,0.1742,False,1638.4,1899.0
2024-09-21,SP1,Real Madrid,Espanol,H,H,0.0718,0.1582,0.77,True,1993.1,1610.8
2024-09-22,I1,Fiorentina,Lazio,H,H,0.3277,0.2866,0.3857,True,1745.2,1774.1
2024-09-22,SP1,Getafe,Leganes,H,D,0.2115,0.2765,0.512,False,1626.4,1567.3
2024-09-22,I1,Monza,Bologna,H,A,0.341,0.2799,0.379,False,1656.7,1763.9
2024-09-22,F1,Monaco,Le Havre,H,H,0.1196,0.2039,0.6764,True,1776.6,1560.9
2024-09-22,E0,Brighton,Nottm Forest,H,D,0.1908,0.2685,0.5407,False,1738.4,1669.7
2024-09-22,D1,Leverkusen,Wolfsburg,H,H,0.0881,0.155,0.7569,True,1924.2,1651.7
2024-09-22,SP1,Ath Bilbao,Celta,H,H,0.1979,0.2754,0.5268,True,1752.0,1658.0
2024-09-22,F1,Angers,Nantes,A,D,0.4322,0.277,0.2909,False,1462.3,1572.0
2024-09-22,F1,Brest,Toulouse,H,H,0.2201,0.2796,0.5003,True,1680.9,1633.7
2024-09-22,F1,Montpellier,Auxerre,H,H,0.244,0.2768,0.4792,True,1622.4,1541.5
2024-09-22,D1,Stuttgart,Dortmund,A,H,0.3522,0.296,0.3517,False,1799.7,1874.1
2024-09-22,E0,Man City,Arsenal,H,D,0.1481,0.2394,0.6125,False,2061.4,1950.4
2024-09-22,I1,Roma,Udinese,H,H,0.2147,0.2674,0.518,True,1793.3,1680.5
2024-09-22,SP1,Villarreal,Barcelona,A,A,0.4764,0.2438,0.2799,True,1761.2,1898.2
2024-09-22,D1,St Pauli,RB Leipzig,A,D,0.5406,0.2489,0.2104,False,1582.6,1854.5
2024-09-22,F1,Lyon,Marseille,H,A,0.3451,0.2648,0.3901,False,1695.7,1754.5
2024-09-22,I1,Inter,Milan,H,A,0.1389,0.2025,0.6586,False,1966.4,1821.8
2024-09-22,SP1,Vallecano,Ath Madrid,A,D,0.5886,0.2439,0.1675,False,1617.5,1838.5
2024-09-23,SP1,Betis,Mallorca,H,A,0.199,0.2715,0.5295,False,1714.6,1643.5
2024-09-24,SP1,Sevilla,Valladolid,H,H,0.213,0.296,0.4911,True,1666.3,1593.1
2024-09-24,SP1,Valencia,Osasuna,H,D,0.2534,0.2674,0.4792,False,1647.7,1654.4
2024-09-24,I1,Atalanta,Como,H,A,0.1127,0.1697,0.7176,False,1866.3,1543.0
2024-09-24,SP1,Real Madrid,Alaves,H,H,0.076,0.1643,0.7597,True,1993.1,1652.5
2024-09-25,SP1,Girona,Vallecano,H,D,0.1519,0.2171,0.631,False,1800.8,1617.5
2024-09-25,SP1,Barcelona,Getafe,H,H,0.0658,0.1152,0.819,True,1898.2,1626.4
2024-09-26,SP1,Espanol,Villarreal,A,A,0.4279,0.2764,0.2958,True,1610.8,1761.2
2024-09-26,SP1,Las Palmas,Betis,A,D,0.3873,0.3022,0.3105,False,1583.0,1714.6
2024-09-26,SP1,Celta,Ath Madrid,A,A,0.5057,0.2698,0.2246,True,1658.0,1838.5
2024-09-27,F1,Auxerre,Brest,A,H,0.4219,0.289,0.2891,False,1541.5,1680.9
2024-09-27,D1,Dortmund,Bochum,H,H,0.1126,0.1571,0.7303,True,1874.1,1580.6
2024-09-27,I1,Milan,Lecce,H,H,0.1173,0.175,0.7077,True,1821.8,1613.2
2024-09-27,SP1,Valladolid,Mallorca,H,A,0.309,0.3076,0.3833,False,1593.1,1643.5
2024-09-27,F1,Paris SG,Rennes,H,H,0.093,0.1643,0.7427,True,1899.0,1684.1
2024-09-28,E0,Newcastle,Man City,A,D,0.5076,0.2484,0.2441,False,1809.3,2061.4
2024-09-28,SP1,Getafe,Alaves,H,H,0.2677,0.2897,0.4426,True,1626.4,1652.5
2024-09-28,I1,Udinese,Inter,A,A,0.5045,0.2474,0.2481,True,1680.5,1966.4
2024-09-28,D1,Freiburg,St Pauli,H,A,0.1691,0.2648,0.566,False,1693.0,1582.6
2024-09-28,D1,Mainz,Heidenheim,H,A,0.2634,0.274,0.4626,False,1695.7,1670.0
2024-09-28,D1,MGladbach,Union Berlin,H,H,0.286,0.3159,0.3982,True,1653.2,1655.6
2024-09-28,D1,RB Leipzig,Augsburg,H,H,0.116,0.1846,0.6994,True,1854.5,1615.7
2024-09-28,D1,Wolfsburg,Stuttgart,A,D,0.4321,0.2818,0.2861,False,1651.7,1799.7
2024-09-28,E0,Arsenal,Leicester,H,H,0.0632,0.1259,0.8109,True,1950.4,1639.8
2024-09-28,E0,Brentford,West Ham,H,D,0.2622,0.2736,0.4643,False,1719.4,1730.7
2024-09-28,E0,Chelsea,Brighton,H,H,0.1698,0.2814,0.5488,True,1821.0,1738.4
2024-09-28,E0,Everton,Crystal Palace,H,H,0.302,0.2922,0.4058,True,1668.8,1737.0
2024-09-28,E0,Nottm Forest,Fulham,H,A,0.256,0.3055,0.4385,False,1669.7,1712.8
2024-09-28,SP1,Vallecano,Leganes,H,D,0.209,0.2752,0.5158,False,1617.5,1567.3
2024-09-28,F1,Lens,Nice,H,D,0.236,0.2943,0.4697,False,1716.4,1687.3
2024-09-28,I1,Genoa,Juventus,A,A,0.4009,0.2846,0.3145,True,1690.6,1829.4
2024-09-28,SP1,Sociedad,Valencia,H,H,0.2164,0.2544,0.5292,True,1739.3,1647.7
2024-09-28,D1,Bayern Munich,Leverkusen,H,D,0.2734,0.2701,0.4565,False,1912.7,1924.2
2024-09-28,E0,Wolves,Liverpool,A,A,0.577,0.2354,0.1876,True,1664.9,1903.1
2024-09-28,F1,Le Havre,Lille,A,A,0.4816,0.2871,0.2314,True,1560.9,1756.8
2024-09-28,I1,Bologna,Atalanta,A,D,0.4024,0.283,0.3146,False,1763.9,1866.3
2024-09-28,SP1,Osasuna,Barcelona,A,H,0.6119,0.2168,0.1713,False,1654.4,1898.2
2024-09-28,F1,Monaco,Montpellier,H,H,0.117,0.1667,0.7164,True,1776.6,1622.4
2024-09-29,I1,Torino,Lazio,H,A,0.2569,0.3057,0.4374,False,1754.2,1774.1
2024-09-29,SP1,Celta,Girona,A,D,0.3949,0.303,0.3021,False,1658.0,1800.8
2024-09-29,I1,Como,Verona,A,H,0.3887,0.3067,0.3046,False,1543.0,1661.1
2024-09-29,I1,Roma,Venezia,H,H,0.1441,0.2012,0.6547,True,1793.3,1555.4
2024-09-29,F1,Toulouse,Lyon,H,A,0.2998,0.2874,0.4128,False,1633.7,1695.7
2024-09-29,E0,Ipswich,Aston Villa,A,D,0.504,0.2607,0.2353,False,1573.2,1782.1
2024-09-29,D1,Holstein Kiel,Ein Frankfurt,A,A,0.4079,0.3123,0.2798,True,1555.7,1711.3
2024-09-29,SP1,Ath Bilbao,Sevilla,H,D,0.2086,0.2788,0.5127,False,1752.0,1666.3
2024-09-29,F1,Angers,Reims,A,A,0.4701,0.2662,0.2637,True,1462.3,1638.4
2024-09-29,F1,Nantes,St Etienne,H,D,0.202,0.2775,0.5205,False,1572.0,1504.1
2024-09-29,E0,Man United,Tottenham,H,A,0.2685,0.2859,0.4457,False,1774.5,1790.6
2024-09-29,D1,Hoffenheim,Werder Bremen,H,A,0.2595,0.283,0.4575,False,1672.8,1672.4
2024-09-29,I1,Empoli,Fiorentina,H,D,0.317,0.299,0.384,False,1655.8,1745.2
2024-09-29,SP1,Betis,Espanol,H,H,0.1708,0.2588,0.5704,True,1714.6,1610.8
2024-09-29,F1,Strasbourg,Marseille,A,H,0.4241,0.2816,0.2943,False,1618.6,1754.5
2024-09-29,I1,Napoli,Monza,H,H,0.1677,0.2251,0.6072,True,1772.5,1656.7
2024-09-29,SP1,Ath Madrid,Real Madrid,A,D,0.406,0.2752,0.3188,False,1838.5,1993.1
2024-09-30,I1,Parma,Cagliari,H,A,0.2679,0.2676,0.4645,False,1582.4,1601.5
2024-09-30,SP1,Villarreal,Las Palmas,H,H,0.1454,0.2057,0.6489,True,1761.2,1583.0
2024-09-30,E0,Bournemouth,Southampton,H,H,0.1735,0.2499,0.5766,True,1696.3,1575.8
2024-10-04,I1,Napoli,Como,H,H,0.1205,0.211,0.6685,True,1790.8,1568.2
2024-10-04,D1,Augsburg,MGladbach,H,H,0.3002,0.2869,0.4129,True,1614.8,1656.4
2024-10-04,I1,Verona,Venezia,H,H,0.2132,0.288,0.4987,True,1640.4,1567.7
2024-10-04,F1,Marseille,Angers,H,D,0.1016,0.155,0.7435,False,1757.1,1468.4
2024-10-04,SP1,Leganes,Valencia,H,D,0.3286,0.2787,0.3927,False,1568.0,1647.2
2024-10-05,E0,Crystal Palace,Liverpool,A,A,0.5031,0.2528,0.2441,True,1731.7,1925.5
2024-10-05,SP1,Espanol,Mallorca,H,H,0.309,0.2995,0.3915,True,1599.8,1672.9
